reviewText,sentiment
"I am very disappointed in this bed - especially since I have it in a smaller version and have loved that one.  My puppy grew out of his small Fido bed, but because he loved it and it washed so well, I went out of my way to get what I thought would be the same bed in a larger size.  All the stuffing in the cushion shifted to one spot when it was washed.  Also, the cushion is smaller that the bed and leaves a gap between cushion and sides of bed.  That didn't happen in the smaller version.  I'm just disappointed.",0
Perfect for our dogs! I love it. The quality is nice. It's thick and the handles aren't weak.,1
We bought it for our new puppy. Fits perfect and works excellent.,1
"We had a lightening strike this summer. This unit saved the fence controller, but the surge protector went into a resonance mode which activated the shock mechanism in the dogs' collars. They freaked out. Panamax replaced the unit but I'm not going to use it, since I'd rather replace the controller from time to time than risk having my dogs shocked.",0
"These pumps are not durable, and they are not powerful enough to generate a steady flow of water for the Drinkwell Pet Fountain.  The original pump that came with the fountain barely generated a trickle of water, then died after only 3 months.  The replacement that I ordered is even less effective than the original.  An imperceptible amount of water comes out the fountain.  Huge disappointment!",0
Love the product.  It's only vice is that it only operates on batteries and does not have the ability to plug in for non-battery operation.  It would be fantastic if it did both. Amazing training product!  I use it in our office with our dog so he does not mug guests as they come in.,1
"I am feeding 4 baby racoons,  I have not seen their mother, but they are hungry and seem to be on their own.  Thank God for Amazon and their reasonable price for this cat food..  They come every evening around 6 pm and eat a large bowl of this ( every little morsel is cleaned up) with another very large bowl of fresh water which they all drink out of and then wash their hands and feet in it.
THANK-YOU AMAZON!",1
"My dog hated this bed. She tore it up in 3 days. I believe it was the smell and texture of the bed. The inside is like a carton shaped foam. The outside material is silky.
I was not a fan either. You get what you pay for.",0
"My dog really enjoys these. The source I used to buy this particular treat from quit selling the product.
So I was glad to find another. They make a special, healthy treat for a job well done.",1
This didn't fit my German Shepherd even though the packaging specifically said it would.,0
My dog thought the bed was a toy and shredded the bed before I had a chance to fold up the box the bed came in and put it in recycling A bid waste of money,0
Very soft breathable material,1
"BIG rope and my dog loves it! Because of its sturdiness and size, I can play tug of war with her and it doesn't hurt my wrists.",1
Cute bed. Puppy loves it. Fits pretty good in crate. A small space around the edge but nothing major.,1
the product is exactli what I need for my big dogs. it work all year. will be more shopping next year,1
dog was able to chew through the handle,0
"My second dog, Mila has a pretty skinny neck and a thin head- she can slide out of a lot of collars with very little effort. She's still growing (9 months old right now), and when we first got this we had to make it as small as possible, but it worked due to how the Martingales function. We've since let it out 2 inches, and it still works great and other than getting a little dirty, shows no signs of wear.

Our other dog has a matchign collar one size larger, and her's is still in great shape as well!!",1
"We have a Hartz finishing brush, with small plastic globules on each bristle. They love that, and it works to a degree. We also have a longer-tined metal brush with rounded ends that goes deeper. They /hate/ that, they run at the sight of it. So I was concerned about this product, till a friend insisted I try one, and he brought it over. SOLD! They love it, and it takes a ton of undercoat out, with gentle strokes. This product is not cheap, but it works, and they love it. I'll continue to use the Hartz brush once or twice/wk to slick their coats, I believe it's called a ""finishing brush"" anyway. But once a week they'll get the furminator.

DISCLAIMER: Another friend has one and his cat will tolerate it for a few strokes and that's it. I can only speak for my own situation. The friend who brought it over initially, his cat is closer to mine, but even he was surprised how much my cats loved it. Your mileage may vary, but I'm a happy camper!",1
